source_city,destination_city,km,fuel,toll
Coimbra,Sintra,177.41,16.88,3.85
Sintra,Vila Franca de Xira,39.18,5.49,0.8
Maia,Sintra,278.42,17.79,4.29
Famalicão,Sintra,299.86,15.18,2.42
Leiria,Sintra,116.44,16.15,3.92
Barcelos,Sintra,310.85,46.47,0.65
Funchal,Sintra,963.11,64.97,4.54
Sintra,Viseu,242.22,29.32,0.83
Sintra,Valongo,275.61,40.73,0.87
Sintra,Viana do Castelo,325.77,29.75,4.21
Paredes,Sintra,281.62,28.06,4.2
Sintra,Vila do Conde,288.64,23.06,2.03
Sintra,Torres Vedras,33.5,4.09,3.68
Aveiro,Sintra,213.95,31.71,2.56
Barreiro,Sintra,31.41,2.94,3.03
Queluz,Sintra,12.65,0.97,3.18
Mafra,Sintra,15.88,2.07,3.24
Penafiel,Sintra,283.02,32.53,2.78
Santo Tirso,Sintra,293.13,32.95,2.38
Loulé,Sintra,219.32,15.56,0.76
Ponta Delgada,Sintra,1427.57,160.85,4.02
Moita,Sintra,39.0,3.11,3.34
Faro,Sintra,235.52,13.55,2.9
Póvoa de Varzim,Sintra,292.02,33.59,4.5
Palmela,Sintra,49.79,3.39,4.68
Santarém,Sintra,78.05,10.04,3.51
Figueira da Foz,Sintra,156.99,22.13,1.55
Portimão,Sintra,199.47,20.88,0.31
Felgueiras,Sintra,302.8,29.75,1.71
Paços de Ferreira,Sintra,289.09,41.57,4.0
Amarante,Sintra,296.65,19.54,0.56
Castelo Branco,Sintra,199.33,24.83,1.71
Ovar,Sintra,238.16,24.54,4.08
Pombal,Sintra,140.51,12.57,0.76
Alcobaça,Sintra,91.08,8.93,0.94
Sintra,Évora,132.19,9.74,1.39
Marco de Canavezes,Sintra,285.3,32.31,4.81
Sintra,Vila Real,310.81,28.78,4.81
Covilhã,Sintra,231.56,14.0,3.2
Caldas da Rainha,Sintra,71.15,8.38,1.16
Montijo,Sintra,37.48,5.32,0.91
Rio Tinto,Sintra,274.09,23.6,4.5
Fafe,Sintra,312.45,25.38,4.32
Sesimbra,Sintra,46.72,4.68,0.47
Amora,Sintra,30.29,3.57,2.02
Sintra,Vila Verde,326.81,44.75,1.99
Sintra,Águeda,213.22,13.92,1.39
Sintra,Vale de Cavalos,26.55,3.1,4.0
Lousada,Sintra,291.74,26.34,2.98
Rio de Mouro,Sintra,5.93,0.42,3.88
Corroios,Sintra,29.08,2.21,4.78
Ourém,Sintra,117.54,9.81,2.83
Olhão,Sintra,239.14,31.6,1.01
Albufeira,Sintra,214.45,12.82,0.45
Ponte de Lima,Sintra,336.77,36.9,4.9
Alenquer,Sintra,43.57,5.86,2.87
Santa Cruz,Sintra,955.61,53.56,3.07
Guarda,Sintra,265.38,23.61,2.33
Chaves,Sintra,365.24,26.76,0.04
Sintra,Tomar,122.53,9.56,1.58
Abrantes,Sintra,126.94,12.24,4.57
Marinha Grande,Sintra,112.68,15.41,3.46
Sintra,Trofa,290.8,17.48,1.45
Mafamude,Sintra,265.99,27.89,4.94
Ermezinde,Sintra,277.74,39.43,4.11
Silves,Sintra,197.9,23.58,0.98
Sintra,Torres Novas,106.25,13.46,2.41
Cantanhede,Sintra,185.09,16.13,3.73
Beja,Sintra,159.16,13.39,0.02
Agualva,Sintra,8.52,0.88,2.11
Câmara de Lobos,Sintra,966.3,50.86,1.95
Angra do Heroísmo,Sintra,1547.65,192.44,4.36
Bragança,Sintra,401.89,36.71,4.2
Esposende,Sintra,308.16,38.76,1.36
Ribeira Grande,Sintra,1412.84,183.89,0.09
Sintra,Ílhavo,209.54,21.73,4.25
Lagos,Sintra,198.85,14.45,4.83
Espinho,Sintra,253.91,22.41,4.95
Charneca,Sintra,26.96,3.67,2.01
Santiago do Cacém,Sintra,105.58,15.72,1.58
Perafita,Sintra,275.82,16.92,4.05
Póvoa de Santa Iria,Sintra,28.7,4.1,4.25
Fundão,Sintra,220.13,14.86,0.19
Benavente,Sintra,53.88,6.34,4.55
Senhora da Hora,Sintra,272.59,25.78,4.53
Sintra,Tondela,221.48,11.61,4.28
Arrentela,Sintra,31.33,4.28,2.46
Massamá,Sintra,11.01,0.79,0.06
Anadia,Sintra,199.36,24.84,2.53
Sintra,Águas Santas,276.6,26.17,4.41
Estarreja,Sintra,227.99,12.02,1.22
Lamego,Sintra,288.89,33.76,2.79
Peniche,Sintra,62.83,6.83,1.13
Estoril,Sintra,10.2,0.97,0.24
Montemor-o-Velho,Sintra,164.3,19.73,4.37
Sintra,Tavira,239.97,19.67,2.84
Odemira,Sintra,150.2,19.31,3.36
Lourinhã,Sintra,49.88,4.33,1.49
Albergaria-a-Velha,Sintra,224.51,30.71,1.17
Pinhal Novo,Sintra,45.46,4.52,2.46
Portalegre,Sintra,180.3,20.69,1.27
Cartaxo,Sintra,66.16,9.42,4.76
Porto de Mós,Sintra,101.96,14.77,3.26
Pontinha,Sintra,16.92,1.36,4.3
Mirandela,Sintra,352.56,34.24,2.33
Sintra,Vizela,301.8,28.59,2.15
Almeirim,Sintra,81.14,10.02,2.98
Caniço,Sintra,959.61,73.49,0.68
Sintra,São Mamede de Infesta,274.17,24.75,3.13
Fânzeres,Sintra,273.07,20.63,2.96
Oliveira do Bairro,Sintra,205.61,30.52,0.08
Lagoa,Sintra,1419.85,111.26,0.58
Sintra,Vale de Cambra,243.16,17.39,3.36
Sintra,Vagos,204.43,11.58,0.27
Arcos de Valdevez,Sintra,348.91,36.37,3.8
Arouca,Sintra,256.19,32.52,3.26
Lordelo do Ouro,Sintra,269.09,39.0,1.54
Salvaterra de Magos,Sintra,57.64,7.55,1.59
Meixedo,Sintra,405.7,43.23,0.12
Póvoa de Lanhoso,Sintra,322.04,17.11,3.96
Machico,Sintra,949.5,87.77,0.47
Azambuja,Sintra,54.37,6.24,0.03
Seia,Sintra,231.2,18.58,4.78
Sintra,São João da Madeira,245.57,19.05,0.51
Bougado,Sintra,290.54,40.83,0.66
Cacém,Sintra,7.75,0.68,3.11
Sintra,Vialonga,27.98,2.27,3.03
Rio Maior,Sintra,71.45,9.01,3.5
Belas,Sintra,11.48,1.13,2.1
Praia da Vitória,Sintra,1533.89,196.91,4.47
Laranjeira,Sintra,26.12,3.65,3.19
Oliveira do Hospital,Sintra,217.92,17.22,0.99
Sintra,Ul,237.1,17.09,3.39
Oliveira de Azemeis,Sintra,239.91,21.39,3.69
Elvas,Sintra,193.62,14.81,0.85
Baião,Sintra,287.47,41.65,2.84
Costas de Cão,Sintra,22.21,2.48,1.11
Caparica,Sintra,22.56,1.45,0.15
Mealhada,Sintra,193.15,17.84,0.36
Cinfães,Sintra,275.62,27.57,3.11
Entroncamento,Sintra,109.09,12.55,4.08
Celorico de Basto,Sintra,310.93,33.48,1.61
Alfena,Sintra,280.88,22.07,1.88
Coruche,Sintra,76.91,9.7,0.7
Piedade,Sintra,24.54,1.59,4.57
Sintra,Soure,155.68,7.8,1.4
Monção,Sintra,371.87,24.78,3.83
Sintra,Vila Real de Santo António,247.96,30.31,2.06
Amares,Sintra,327.1,32.31,1.08
Camarate,Sintra,21.67,2.41,3.63
Sacavém,Sintra,24.77,2.13,0.16
Mangualde,Sintra,244.38,34.35,4.01
Santa Iria da Azóia,Sintra,26.81,3.75,0.32
Sintra,São Tiago de Custoias,274.93,18.44,0.06
Parede,Sintra,11.92,1.22,0.07
Lousã,Sintra,176.08,17.88,4.72
Alcochete,Sintra,37.62,4.23,4.64
Montemor-o-Novo,Sintra,103.37,9.9,2.38
Peso da Régua,Sintra,296.15,18.41,2.44
Condeixa-a-Nova,Sintra,165.31,11.97,1.94
Sintra,São Pedro do Sul,244.66,32.66,2.66
Sintra,Sobrado de Paiva,267.03,26.54,0.8
Ponte de Sôr,Sintra,129.6,18.88,2.08
Cabeceiras de Basto,Sintra,324.34,35.63,4.57
Quarteira,Sintra,222.79,25.92,3.11
Sertã,Sintra,157.46,11.51,3.54
Batalha,Sintra,107.53,14.97,1.77
Macedo de Cavaleiros,Sintra,368.07,47.72,3.14
Ramada,Sintra,17.33,2.55,0.46
Serpa,Sintra,184.77,27.5,3.84
Castro Daire,Sintra,264.66,38.85,0.36
Penacova,Sintra,189.59,17.83,0.36
Moura,Sintra,184.36,20.5,3.13
Sintra,Sobreda,23.95,1.83,3.34
Nazaré,Sintra,93.39,9.06,0.74
Grândola,Sintra,99.41,11.73,4.23
Anta,Sintra,253.95,15.47,0.72
Falagueira,Sintra,14.9,1.46,4.64
Cadaval,Sintra,56.19,4.84,1.35
Sintra,Valbom,268.74,16.04,3.44
Horta,Sintra,1671.93,146.1,3.79
Estremoz,Sintra,156.6,22.91,2.58
Sines,Sintra,104.23,5.95,3.49
Sintra,São Martinho do Bispo,175.35,21.21,1.29
Sintra,Valença,364.45,22.66,2.38
Gouveia,Sintra,243.6,20.9,0.04
Nelas,Sintra,232.19,30.59,0.69
Gafanha da Nazaré,Sintra,211.86,25.77,2.8
Alcanena,Sintra,96.36,12.8,3.59
Arruda dos Vinhos,Sintra,34.85,4.6,3.97
Ribeira Brava,Sintra,970.75,95.53,3.6
Aldeia de Paio Pires,Sintra,33.23,3.14,1.85
Fátima,Sintra,111.22,8.56,1.06
Bombarral,Sintra,55.9,6.63,4.45
Sintra,Vila Pouca de Aguiar,333.69,16.76,1.79
Miranda do Corvo,Sintra,170.86,9.52,3.42
Lamaçães,Sintra,316.59,40.09,1.29
Alcácer do Sal,Sintra,89.8,8.51,3.02
Sintra,Vieira do Minho,332.57,46.95,2.3
Moreira,Sintra,279.41,30.0,1.66
Aldoar,Sintra,270.53,32.13,1.63
Sintra,São Félix da Marinha,256.84,14.63,1.55
Sabugal,Sintra,262.42,22.15,3.13
Mira,Sintra,189.61,27.41,0.29
Sintra,Sátão,258.38,18.97,0.28
Arcozelo,Sintra,258.81,13.37,4.78
Sever do Vouga,Sintra,230.45,26.56,4.26
Arganil,Sintra,195.17,24.33,1.3
Sintra,Tábua,209.64,20.51,4.34
Ponte da Barca,Sintra,344.31,44.8,2.75
Eiras,Sintra,180.64,15.32,2.66
Alijó,Sintra,320.12,31.99,4.15
Sintra,Vendas Novas,82.36,7.02,3.73
Portela,Sintra,24.32,2.39,0.01
Costa de Caparica,Sintra,21.66,1.38,4.95
Sintra,Óbidos,65.85,9.5,4.96
Ansião,Sintra,149.15,13.1,0.3
Santa Comba Dão,Sintra,208.08,19.74,1.8
Calheta,Sintra,972.51,124.7,3.61
Esmoriz,Sintra,249.0,27.6,0.62
Sintra,São João das Lampas,8.49,1.08,1.55
Resende,Sintra,283.74,23.16,1.11
Sintra,Vila Frescainha,311.01,31.09,0.18
Feira,Sintra,247.15,28.73,1.84
Avintes,Sintra,266.23,18.1,3.95
Reguengos de Monsaraz,Sintra,167.19,10.54,2.46
Oliveirinha,Sintra,212.36,30.82,2.23
Sintra,Valadares,262.92,26.92,3.47
Sintra,São Brás de Alportel,225.76,29.37,4.14
Santo André,Sintra,96.9,9.83,1.06
Murtosa,Sintra,224.77,26.39,4.76
Sintra,São João de Ver,249.95,22.12,1.73
Grijó,Sintra,257.42,36.89,0.29
Sintra,Vouzela,240.23,30.73,0.54
Montalegre,Sintra,362.54,42.74,4.16
Cunha Alta,Sintra,247.6,20.41,0.9
Melres,Sintra,266.05,21.71,4.23
Sintra,Vila Franca do Campo,1407.45,174.48,0.1
Estreito de Câmara de Lobos,Sintra,966.01,143.55,1.6
Oliveira de Frades,Sintra,238.58,18.3,2.71
Ericeira,Sintra,18.49,2.69,1.77
Moimenta da Beira,Sintra,286.11,37.38,0.57
Sintra,Sobral de Monte Agraço,32.05,3.33,2.19
Setúbal,Sintra,52.88,7.3,2.45
Praia do Carvoeiro,Sintra,205.15,10.45,4.56
Santa Clara,Sintra,175.04,13.81,2.36
Maceira,Sintra,107.73,8.09,1.69
Sintra,Trancoso,281.34,40.52,1.23
Carregal do Sal,Sintra,217.35,23.65,0.09
Idanha-a-Nova,Sintra,223.55,19.22,3.95
Guifões,Sintra,273.99,33.69,2.56
Pinhel,Sintra,297.02,41.78,1.31
Mortágua,Sintra,203.31,28.76,1.35
Sintra,Tavarede,159.09,17.48,4.49
Aljustrel,Sintra,147.98,10.24,3.44
Melgaço,Sintra,380.7,41.02,2.72
Paredes de Coura,Sintra,352.87,24.8,1.26
Gondizalves,Sintra,315.05,21.8,2.83
Rebordosa,Sintra,281.19,19.08,2.38
Sintra,Vinhais,392.0,40.49,1.92
Carregado,Sintra,44.08,6.45,1.66
Caxias,Sintra,14.27,1.16,2.53
Almargem,Sintra,11.74,1.25,4.8
Aver-o-Mar,Sintra,294.22,19.83,3.64
Sintra,Vila Nova de Cerveira,353.24,29.6,4.32
Ponta do Sol,Sintra,972.63,138.92,4.75
Rabo de Peixe,Sintra,1418.95,93.79,3.33
Lourosa,Sintra,253.12,30.35,1.56
Ferreira do Zêzere,Sintra,138.47,12.28,3.51
Sintra,Torre de Moncorvo,329.09,34.14,0.89
Chamusca,Sintra,100.44,5.37,0.25
Porto,Vila Nova de Gaia,1.87,0.23,1.35
Cascais,Vila Nova de Gaia,279.1,39.76,0.76
Loures,Vila Nova de Gaia,259.95,17.08,2.27
Seixal,Vila Nova de Gaia,279.68,17.81,3.5
Braga,Vila Nova de Gaia,49.15,3.09,2.46
Almada,Vila Nova de Gaia,276.27,30.76,0.84
Matosinhos,Vila Nova de Gaia,8.21,0.45,2.31
Oeiras,Vila Nova de Gaia,276.77,21.82,0.03
Amadora,Vila Nova de Gaia,269.82,34.04,0.71
Gondomar,Vila Nova de Gaia,7.24,0.49,2.17
Guimarães,Vila Nova de Gaia,44.09,5.07,1.7
Odivelas,Vila Nova de Gaia,263.56,35.0,4.62
Coimbra,Vila Nova de Gaia,103.63,12.02,0.77
Vila Franca de Xira,Vila Nova de Gaia,244.43,27.95,0.45
Maia,Vila Nova de Gaia,11.11,0.62,2.38
Famalicão,Vila Nova de Gaia,32.21,2.32,2.45
Leiria,Vila Nova de Gaia,155.21,19.88,1.83
Barcelos,Vila Nova de Gaia,44.42,5.5,2.21
Funchal,Vila Nova de Gaia,1196.1,122.42,3.21
Vila Nova de Gaia,Viseu,79.37,11.88,4.23
Valongo,Vila Nova de Gaia,11.26,0.59,1.43
Viana do Castelo,Vila Nova de Gaia,65.49,9.25,2.36
Paredes,Vila Nova de Gaia,24.91,3.2,1.96
Vila Nova de Gaia,Vila do Conde,26.53,3.31,3.06
Torres Vedras,Vila Nova de Gaia,234.27,14.33,0.3
Aveiro,Vila Nova de Gaia,55.0,3.88,4.9
Barreiro,Vila Nova de Gaia,277.03,33.38,0.33
Queluz,Vila Nova de Gaia,269.46,18.79,3.38
Mafra,Vila Nova de Gaia,251.82,22.98,1.47
Penafiel,Vila Nova de Gaia,28.94,3.97,4.33
Santo Tirso,Vila Nova de Gaia,26.0,3.37,3.41
Loulé,Vila Nova de Gaia,445.84,63.63,0.91
Ponta Delgada,Vila Nova de Gaia,1512.95,207.14,0.44
Moita,Vila Nova de Gaia,277.5,23.59,4.14
Faro,Vila Nova de Gaia,460.87,54.44,3.8
Póvoa de Varzim,Vila Nova de Gaia,30.29,4.12,0.92
Palmela,Vila Nova de Gaia,285.91,23.67,1.74
Santarém,Vila Nova de Gaia,211.05,11.25,0.0
Figueira da Foz,Vila Nova de Gaia,111.06,8.07,4.5
Portimão,Vila Nova de Gaia,444.13,42.35,1.42
Felgueiras,Vila Nova de Gaia,43.49,6.45,1.58
Paços de Ferreira,Vila Nova de Gaia,25.7,1.51,0.1
Amarante,Vila Nova de Gaia,47.41,3.03,3.13
Castelo Branco,Vila Nova de Gaia,173.93,10.52,1.9
Ovar,Vila Nova de Gaia,30.39,4.35,2.64
Pombal,Vila Nova de Gaia,135.17,19.36,0.83
Alcobaça,Vila Nova de Gaia,178.22,19.65,3.38
Vila Nova de Gaia,Évora,291.5,36.42,1.52
Marco de Canavezes,Vila Nova de Gaia,39.56,3.41,0.53
Vila Nova de Gaia,Vila Real,75.19,9.13,3.37
Covilhã,Vila Nova de Gaia,133.47,17.24,1.96
Caldas da Rainha,Vila Nova de Gaia,196.73,19.34,2.63
Montijo,Vila Nova de Gaia,271.37,28.07,1.7
Rio Tinto,Vila Nova de Gaia,6.96,0.5,0.91
Fafe,Vila Nova de Gaia,51.55,4.17,2.69
Sesimbra,Vila Nova de Gaia,301.48,37.0,3.71
Amora,Vila Nova de Gaia,281.63,25.05,2.79
Vila Nova de Gaia,Vila Verde,59.16,6.18,2.92
Vila Nova de Gaia,Águeda,63.66,5.06,1.01
Vale de Cavalos,Vila Nova de Gaia,279.47,22.12,3.65
Lousada,Vila Nova de Gaia,32.55,1.99,4.05
Rio de Mouro,Vila Nova de Gaia,269.56,32.4,3.73
Corroios,Vila Nova de Gaia,283.35,36.65,0.88
Ourém,Vila Nova de Gaia,164.73,18.87,0.58
Olhão,Vila Nova de Gaia,460.72,36.08,3.22
Albufeira,Vila Nova de Gaia,450.11,60.55,1.49
Ponte de Lima,Vila Nova de Gaia,70.4,4.84,1.42
Alenquer,Vila Nova de Gaia,233.39,20.91,0.89
Santa Cruz,Vila Nova de Gaia,1189.15,142.63,2.86
Guarda,Vila Nova de Gaia,131.64,11.13,0.89
Chaves,Vila Nova de Gaia,117.1,16.76,1.51
Tomar,Vila Nova de Gaia,171.11,23.38,1.63
Abrantes,Vila Nova de Gaia,188.42,16.24,0.06
Marinha Grande,Vila Nova de Gaia,156.16,17.29,4.2
Trofa,Vila Nova de Gaia,23.17,2.63,3.22
Mafamude,Vila Nova de Gaia,2.29,0.15,0.36
Ermezinde,Vila Nova de Gaia,10.63,1.53,3.45
Silves,Vila Nova de Gaia,438.81,58.34,0.86
Torres Novas,Vila Nova de Gaia,183.35,12.36,3.28
Cantanhede,Vila Nova de Gaia,87.41,5.39,2.82
Beja,Vila Nova de Gaia,352.21,43.82,0.77
Agualva,Vila Nova de Gaia,268.8,23.51,1.53
Câmara de Lobos,Vila Nova de Gaia,1198.84,108.24,0.27
Angra do Heroísmo,Vila Nova de Gaia,1611.03,134.48,1.39
Bragança,Vila Nova de Gaia,172.62,24.25,2.48
Esposende,Vila Nova de Gaia,46.56,5.82,0.3
Ribeira Grande,Vila Nova de Gaia,1497.37,97.34,4.13
Vila Nova de Gaia,Ílhavo,59.37,3.66,3.62
Lagos,Vila Nova de Gaia,447.79,48.14,3.4
Espinho,Vila Nova de Gaia,13.83,0.89,1.94
Charneca,Vila Nova de Gaia,283.59,29.33,4.36
Santiago do Cacém,Vila Nova de Gaia,346.1,21.64,4.24
Perafita,Vila Nova de Gaia,12.2,1.82,4.87
Póvoa de Santa Iria,Vila Nova de Gaia,255.76,37.12,0.22
Fundão,Vila Nova de Gaia,145.79,14.75,1.11
Benavente,Vila Nova de Gaia,239.34,32.14,2.08
Senhora da Hora,Vila Nova de Gaia,6.48,0.53,4.35
Tondela,Vila Nova de Gaia,82.08,8.91,0.22
Arrentela,Vila Nova de Gaia,281.41,36.94,0.3
Massamá,Vila Nova de Gaia,269.8,17.09,4.08
Anadia,Vila Nova de Gaia,79.26,4.96,2.44
Vila Nova de Gaia,Águas Santas,8.95,1.03,3.77
Estarreja,Vila Nova de Gaia,42.77,4.53,4.77
Lamego,Vila Nova de Gaia,67.87,5.27,0.98
Peniche,Vila Nova de Gaia,206.97,24.61,2.15
Estoril,Vila Nova de Gaia,277.69,23.78,0.81
Montemor-o-Velho,Vila Nova de Gaia,106.85,14.14,1.79
Tavira,Vila Nova de Gaia,452.11,31.7,3.47
Odemira,Vila Nova de Gaia,394.13,51.05,1.79
Lourinhã,Vila Nova de Gaia,218.14,11.99,0.8
Albergaria-a-Velha,Vila Nova de Gaia,50.16,2.86,4.17
Pinhal Novo,Vila Nova de Gaia,279.14,32.99,4.34
Portalegre,Vila Nova de Gaia,226.09,33.02,4.35
Cartaxo,Vila Nova de Gaia,219.38,29.47,2.02
Porto de Mós,Vila Nova de Gaia,171.11,20.68,1.65
Pontinha,Vila Nova de Gaia,267.33,15.7,2.33
Mirandela,Vila Nova de Gaia,126.17,10.04,3.71
Vila Nova de Gaia,Vizela,38.41,2.59,2.04
Almeirim,Vila Nova de Gaia,213.67,27.85,4.76
Caniço,Vila Nova de Gaia,1193.27,99.97,3.14
São Mamede de Infesta,Vila Nova de Gaia,6.68,0.72,0.84
Fânzeres,Vila Nova de Gaia,7.92,0.96,4.62
Oliveira do Bairro,Vila Nova de Gaia,69.18,7.38,4.74
Lagoa,Vila Nova de Gaia,1505.38,150.14,4.39
Vale de Cambra,Vila Nova de Gaia,36.36,3.48,4.06
Vagos,Vila Nova de Gaia,64.42,6.67,3.34
Arcos de Valdevez,Vila Nova de Gaia,81.33,10.0,0.92
Arouca,Vila Nova de Gaia,38.73,4.39,2.1
Lordelo do Ouro,Vila Nova de Gaia,3.62,0.35,0.6
Salvaterra de Magos,Vila Nova de Gaia,234.55,32.57,4.84
Meixedo,Vila Nova de Gaia,173.6,21.76,1.67
Póvoa de Lanhoso,Vila Nova de Gaia,56.35,4.11,4.22
Machico,Vila Nova de Gaia,1183.4,66.18,1.81
Azambuja,Vila Nova de Gaia,230.46,25.56,3.41
Seia,Vila Nova de Gaia,110.52,14.43,1.07
São João da Madeira,Vila Nova de Gaia,27.71,1.6,0.29
Bougado,Vila Nova de Gaia,22.91,1.82,2.2
Cacém,Vila Nova de Gaia,268.93,32.91,3.04
Vialonga,Vila Nova de Gaia,254.01,15.57,1.09
Rio Maior,Vila Nova de Gaia,201.68,23.76,4.3
Belas,Vila Nova de Gaia,267.33,16.14,0.22
Praia da Vitória,Vila Nova de Gaia,1596.27,233.04,2.0
Laranjeira,Vila Nova de Gaia,278.73,21.03,4.78
Oliveira do Hospital,Vila Nova de Gaia,106.11,9.02,1.49
Ul,Vila Nova de Gaia,36.26,2.86,4.7
Oliveira de Azemeis,Vila Nova de Gaia,34.65,4.17,4.88
Elvas,Vila Nova de Gaia,279.29,39.24,0.05
Baião,Vila Nova de Gaia,49.11,2.97,1.05
Costas de Cão,Vila Nova de Gaia,278.67,36.28,2.47
Caparica,Vila Nova de Gaia,278.05,41.32,2.51
Mealhada,Vila Nova de Gaia,85.02,5.34,3.78
Cinfães,Vila Nova de Gaia,45.42,3.29,1.45
Entroncamento,Vila Nova de Gaia,185.5,20.82,0.98
Celorico de Basto,Vila Nova de Gaia,58.7,7.0,2.65
Alfena,Vila Nova de Gaia,13.94,0.76,1.12
Coruche,Vila Nova de Gaia,241.64,17.22,2.79
Piedade,Vila Nova de Gaia,277.38,31.58,4.42
Soure,Vila Nova de Gaia,118.21,13.39,3.02
Monção,Vila Nova de Gaia,105.02,9.29,0.35
Vila Nova de Gaia,Vila Real de Santo António,448.8,36.36,3.9
Amares,Vila Nova de Gaia,59.84,7.86,1.43
Camarate,Vila Nova de Gaia,262.24,18.61,0.37
Sacavém,Vila Nova de Gaia,263.03,24.5,1.53
Mangualde,Vila Nova de Gaia,92.61,10.67,4.88
Santa Iria da Azóia,Vila Nova de Gaia,257.1,22.85,4.84
São Tiago de Custoias,Vila Nova de Gaia,8.6,0.75,2.36
Parede,Vila Nova de Gaia,278.21,22.76,0.76
Lousã,Vila Nova de Gaia,117.6,13.31,3.03
Alcochete,Vila Nova de Gaia,265.67,22.81,3.48
Montemor-o-Novo,Vila Nova de Gaia,277.84,22.82,2.01
Peso da Régua,Vila Nova de Gaia,69.56,7.32,4.05
Condeixa-a-Nova,Vila Nova de Gaia,113.32,15.36,1.47
São Pedro do Sul,Vila Nova de Gaia,62.9,5.52,3.61
Sobrado de Paiva,Vila Nova de Gaia,30.21,4.06,0.81
Ponte de Sôr,Vila Nova de Gaia,215.65,11.05,0.69
Cabeceiras de Basto,Vila Nova de Gaia,66.92,5.57,1.73
Quarteira,Vila Nova de Gaia,453.35,30.03,4.58
Sertã,Vila Nova de Gaia,154.31,8.56,2.49
Batalha,Vila Nova de Gaia,164.52,22.48,2.13
Macedo de Cavaleiros,Vila Nova de Gaia,146.42,17.95,0.92
Ramada,Vila Nova de Gaia,263.29,39.48,2.42
Serpa,Vila Nova de Gaia,366.21,36.7,0.65
Castro Daire,Vila Nova de Gaia,63.05,6.28,1.55
Penacova,Vila Nova de Gaia,100.68,11.0,2.79
Moura,Vila Nova de Gaia,347.11,27.46,3.21
Sobreda,Vila Nova de Gaia,280.09,28.83,4.44
Nazaré,Vila Nova de Gaia,174.5,12.16,3.74
Grândola,Vila Nova de Gaia,328.28,30.39,2.2
Anta,Vila Nova de Gaia,14.01,0.74,0.3
Falagueira,Vila Nova de Gaia,268.73,29.44,3.15
Cadaval,Vila Nova de Gaia,213.13,31.87,0.29
Valbom,Vila Nova de Gaia,4.2,0.55,0.43
Horta,Vila Nova de Gaia,1733.59,156.56,0.55
Estremoz,Vila Nova de Gaia,269.13,16.64,0.74
Sines,Vila Nova de Gaia,353.55,21.58,3.94
São Martinho do Bispo,Vila Nova de Gaia,103.3,8.09,1.84
Valença,Vila Nova de Gaia,99.4,13.29,1.75
Gouveia,Vila Nova de Gaia,110.92,10.45,0.74
Nelas,Vila Nova de Gaia,94.19,6.94,4.53
Gafanha da Nazaré,Vila Nova de Gaia,56.16,6.6,4.49
Alcanena,Vila Nova de Gaia,185.98,17.82,3.81
Arruda dos Vinhos,Vila Nova de Gaia,241.79,19.48,2.74
Ribeira Brava,Vila Nova de Gaia,1202.22,75.45,4.38
Aldeia de Paio Pires,Vila Nova de Gaia,281.02,30.59,3.86
Fátima,Vila Nova de Gaia,167.47,21.01,0.57
Bombarral,Vila Nova de Gaia,212.27,11.49,0.52
Vila Nova de Gaia,Vila Pouca de Aguiar,91.06,13.6,3.41
Miranda do Corvo,Vila Nova de Gaia,117.22,14.93,0.13
Lamaçães,Vila Nova de Gaia,49.29,3.72,2.55
Alcácer do Sal,Vila Nova de Gaia,306.66,32.12,0.76
Vieira do Minho,Vila Nova de Gaia,68.69,4.71,0.19
Moreira,Vila Nova de Gaia,13.1,1.44,0.42
Aldoar,Vila Nova de Gaia,5.84,0.78,0.21
São Félix da Marinha,Vila Nova de Gaia,11.05,0.62,4.54
Sabugal,Vila Nova de Gaia,155.46,11.75,2.69
Mira,Vila Nova de Gaia,78.92,10.33,1.57
Sátão,Vila Nova de Gaia,87.85,8.48,0.29
Arcozelo,Vila Nova de Gaia,8.85,0.65,4.38
Sever do Vouga,Vila Nova de Gaia,50.83,3.97,0.05
Arganil,Vila Nova de Gaia,112.19,15.07,2.78
Tábua,Vila Nova de Gaia,98.36,8.63,3.37
Ponte da Barca,Vila Nova de Gaia,76.7,10.36,4.03
Eiras,Vila Nova de Gaia,100.3,9.57,2.95
Alijó,Vila Nova de Gaia,97.08,10.28,0.14
Vendas Novas,Vila Nova de Gaia,272.97,16.16,2.63
Portela,Vila Nova de Gaia,264.38,20.25,4.31
Costa de Caparica,Vila Nova de Gaia,281.35,21.17,3.07
Vila Nova de Gaia,Óbidos,201.99,24.29,1.56
Ansião,Vila Nova de Gaia,135.99,13.39,1.42
Santa Comba Dão,Vila Nova de Gaia,91.39,8.82,2.29
Calheta,Vila Nova de Gaia,1202.51,118.37,2.13
Esmoriz,Vila Nova de Gaia,19.05,1.97,1.99
São João das Lampas,Vila Nova de Gaia,260.52,27.91,0.52
Resende,Vila Nova de Gaia,56.12,4.44,2.45
Vila Frescainha,Vila Nova de Gaia,45.04,2.53,0.99
Feira,Vila Nova de Gaia,23.91,1.21,2.78
Avintes,Vila Nova de Gaia,6.23,0.66,2.61
Reguengos de Monsaraz,Vila Nova de Gaia,315.58,26.57,3.76
Oliveirinha,Vila Nova de Gaia,58.4,7.22,4.36
Valadares,Vila Nova de Gaia,4.79,0.57,1.72
São Brás de Alportel,Vila Nova de Gaia,446.74,60.11,4.33
Santo André,Vila Nova de Gaia,340.78,42.2,3.01
Murtosa,Vila Nova de Gaia,44.06,4.31,2.84
